TradeId, Spot, Strike, timeToMaturity, IR, Sigma, OptionPrice, timeTaken 
"TID_0",67.265268976627,67.265268976627,1.6816317244156749,0.13453053795325398,0.5044895173247025,21.354912323850414,2.99835205078125ms
"TID_0_bumped_spot_-8.0000",61.88404745849684,67.265268976627,1.6816317244156749,0.13453053795325398,0.5044895173247025,17.43732515337645,2.9997825622558594ms
"TID_0_bumped_spot_-2.0000",65.91996359709447,67.265268976627,1.6816317244156749,0.13453053795325398,0.5044895173247025,20.34932485654355,2.910137176513672ms
"TID_0_bumped_spot_2.0000",68.61057435615953,67.265268976627,1.6816317244156749,0.13453053795325398,0.5044895173247025,22.379920059492385,2.0704269409179688ms
"TID_0_bumped_spot_8.0000",72.64649049475716,67.265268976627,1.6816317244156749,0.13453053795325398,0.5044895173247025,25.572386662908624,3.0040740966796875ms
"TID_0_bumped_spot_-9.0000",61.21139476873057,67.265268976627,1.6816317244156749,0.13453053795325398,0.5044895173247025,16.965798449883287,1.9898414611816406ms
"TID_0_bumped_spot_9.0000",73.31914318452343,67.265268976627,1.6816317244156749,0.13453053795325398,0.5044895173247025,26.11720021517634,2.075672149658203ms
"TID_0_bumped_spot_-10.0000",60.5387420789643,67.265268976627,1.6816317244156749,0.13453053795325398,0.5044895173247025,16.49894963895137,1.9829273223876953ms
"TID_0_bumped_spot_-3.0000",65.24731090732818,67.265268976627,1.6816317244156749,0.13453053795325398,0.5044895173247025,19.852074390712584,2.073526382446289ms
"TID_0_bumped_spot_3.0000",69.28322704592581,67.265268976627,1.6816317244156749,0.13453053795325398,0.5044895173247025,22.900075558954914,2.0041465759277344ms
"TID_0_bumped_spot_-4.0000",64.57465821756192,67.265268976627,1.6816317244156749,0.13453053795325398,0.5044895173247025,19.36052977504064,1.9981861114501953ms
"TID_0_bumped_spot_-1.0000",66.59261628686073,67.265268976627,1.6816317244156749,0.13453053795325398,0.5044895173247025,20.850027523969942,2.0008087158203125ms
"TID_0_bumped_spot_1.0000",67.93792166639327,67.265268976627,1.6816317244156749,0.13453053795325398,0.5044895173247025,21.864819916895424,1.9989013671875ms
"TID_0_bumped_spot_4.0000",69.95587973569208,67.265268976627,1.6816317244156749,0.13453053795325398,0.5044895173247025,23.425985181443245,1.9946098327636719ms
"TID_0_bumped_spot_-5.0000",63.90200552779565,67.265268976627,1.6816317244156749,0.13453053795325398,0.5044895173247025,18.873594672346922,1.0035037994384766ms
"TID_0_bumped_spot_5.0000",70.62853242545835,67.265268976627,1.6816317244156749,0.13453053795325398,0.5044895173247025,23.956545939226423,1.0018348693847656ms
"TID_0_bumped_spot_-6.0000",63.22935283802938,67.265268976627,1.6816317244156749,0.13453053795325398,0.5044895173247025,18.390792224362695,4.010438919067383ms
"TID_0_bumped_spot_6.0000",71.30118511522461,67.265268976627,1.6816317244156749,0.13453053795325398,0.5044895173247025,24.491615393142535,2.2001266479492188ms
"TID_0_bumped_spot_-7.0000",62.55670014826311,67.265268976627,1.6816317244156749,0.13453053795325398,0.5044895173247025,17.912510932027676,1.9993782043457031ms
"TID_0_bumped_spot_7.0000",71.9738378049909,67.265268976627,1.6816317244156749,0.13453053795325398,0.5044895173247025,25.03057790698377,2.1355152130126953ms
"TID_0_bumped_strike_-8.0000",67.265268976627,61.88404745849684,1.6816317244156749,0.13453053795325398,0.5044895173247025,23.875096194287593,2.0055770874023438ms
"TID_0_bumped_strike_-2.0000",67.265268976627,65.91996359709447,1.6816317244156749,0.13453053795325398,0.5044895173247025,21.953014731719325,2.0799636840820312ms
"TID_0_bumped_strike_2.0000",67.265268976627,68.61057435615953,1.6816317244156749,0.13453053795325398,0.5044895173247025,20.776262442886065,3.005504608154297ms
"TID_0_bumped_strike_8.0000",67.265268976627,72.64649049475716,1.6816317244156749,0.13453053795325398,0.5044895173247025,19.136066767308755,3.9954185485839844ms
"TID_0_bumped_strike_-9.0000",67.265268976627,61.21139476873057,1.6816317244156749,0.13453053795325398,0.5044895173247025,24.210012788032635,1.9855499267578125ms
"TID_0_bumped_strike_9.0000",67.265268976627,73.31914318452343,1.6816317244156749,0.13453053795325398,0.5044895173247025,18.87409467674116,1.9907951354980469ms
"TID_0_bumped_strike_-10.0000",67.265268976627,60.5387420789643,1.6816317244156749,0.13453053795325398,0.5044895173247025,24.54865616986968,1.997232437133789ms
"TID_0_bumped_strike_-3.0000",67.265268976627,65.24731090732818,1.6816317244156749,0.13453053795325398,0.5044895173247025,22.260113117419486,2.042531967163086ms
"TID_0_bumped_strike_3.0000",67.265268976627,69.28322704592581,1.6816317244156749,0.13453053795325398,0.5044895173247025,20.492284510041525,2.000093460083008ms
"TID_0_bumped_strike_-4.0000",67.265268976627,64.57465821756192,1.6816317244156749,0.13453053795325398,0.5044895173247025,22.57374242772205,3.0107498168945312ms
"TID_0_bumped_strike_-1.0000",67.265268976627,66.59261628686073,1.6816317244156749,0.13453053795325398,0.5044895173247025,21.651303992732306,2.8967857360839844ms
"TID_0_bumped_strike_1.0000",67.265268976627,67.93792166639327,1.6816317244156749,0.13453053795325398,0.5044895173247025,21.06355243437351,2.0797252655029297ms
"TID_0_bumped_strike_4.0000",67.265268976627,69.95587973569208,1.6816317244156749,0.13453053795325398,0.5044895173247025,20.21325577690958,3.000020980834961ms
"TID_0_bumped_strike_-5.0000",67.265268976627,63.90200552779565,1.6816317244156749,0.13453053795325398,0.5044895173247025,22.891759105733442,1.9936561584472656ms
"TID_0_bumped_strike_5.0000",67.265268976627,70.62853242545835,1.6816317244156749,0.13453053795325398,0.5044895173247025,19.938677676456187,2.686738967895508ms
